topic,subtopic,difficulty,question,correct_answer,wrong_answer1,wrong_answer2,explanation
Music and Sound,Musical Instruments,Reasonably Challenging,Why does a drum sound different depending on where you hit it?,"Different spots on the drumhead vibrate in different patterns, producing different tones and overtones.",The drum is thicker in the center and thinner at the edges giving different sounds.,Air escapes from different parts of the drum creating varied resonance.,"When you hit a drum in the center, the whole drumhead vibrates evenly, producing a deep round tone. Hit it near the edge and the vibration pattern changes - part of the head moves up while another part moves down, creating a brighter sharper sound with more overtones. It is like shaking a blanket from the middle versus the corner - you get totally different wave patterns!"
Music and Sound,Musical Instruments,Reasonably Challenging,How does a flute produce sound without a reed or vibrating lips?,"The player blows air across the embouchure hole, splitting the airstream to create vibrations inside the tube.",Air spinning inside the flute creates a tiny tornado that produces musical tones.,The metal of the flute vibrates when air flows through it like a tuning fork.,"Playing a flute is like blowing across the top of a bottle - when you direct air across the embouchure hole at just the right angle, the airstream splits and creates rapid pulses of air entering and leaving the tube. These pulses set up standing waves inside the flute, and opening or closing the keys changes the tube length to produce different notes!"
Music and Sound,Musical Instruments,Very Challenging,Why do violinists put rosin on their bows before playing?,"Rosin adds sticky friction to the bow hair, allowing it to grip and release the string to create vibrations.",Rosin protects the bow hair from breaking when it rubs against the metal strings.,It adds weight to the bow so it presses more firmly against the strings.,"Without rosin, bow hair is too smooth and just slides across the string silently. Rosin is tree sap that adds microscopic stickiness, creating a stick-slip action - the bow grabs the string and pulls it, then releases it to snap back, over and over hundreds of times per second. This rapid grab-and-release is what makes the string vibrate and sing!"
Music and Sound,Musical Instruments,Very Challenging,How can a pipe organ fill an entire cathedral with sound without any electronic amplification?,"Its pipes range from tiny to enormous, and the building's architecture reflects and amplifies the sound naturally.",The organ uses special pressurized air that carries sound waves much farther than normal.,The metal pipes conduct vibrations directly into the stone walls of the building.,"A pipe organ is an engineering marvel - some pipes are over 30 feet tall and produce bass notes so deep you feel them in your chest. The cathedral itself acts as a giant resonating chamber, with stone walls and curved ceilings reflecting sound waves back and forth, letting the music build and linger. Some organs have thousands of pipes covering a wider range than any orchestra!"
Music and Sound,Musical Instruments,Very Challenging,Why do different instruments playing the same note still sound completely different from each other?,"Each instrument produces a unique mix of overtones above the main note, creating its distinctive timbre.",Different instruments vibrate the air molecules in different shapes and directions.,The materials of each instrument filter the sound waves into unique frequencies.,"When a trumpet and violin both play the note A, they vibrate at the same base frequency (440 times per second), but each adds its own recipe of overtones - extra higher frequencies layered on top. A clarinet emphasizes odd-numbered overtones while a violin has a rich blend of many overtones. This unique overtone recipe is called timbre, and it is like a sonic fingerprint for each instrument!"
Music and Sound,Musical Instruments,Very Challenging,How do electronic synthesizers create sounds that mimic real instruments?,"They generate and combine basic waveforms, then shape them with filters and effects to match an instrument's characteristics.",They record tiny samples of real instruments and play them back at different speeds.,They use artificial intelligence to learn and reproduce the exact vibrations of each instrument.,"Synthesizers build sounds from scratch using basic wave shapes - sine waves (pure tones), square waves (buzzy), sawtooth waves (bright), and others. By combining these waves, adjusting their volumes over time (attack, decay, sustain, release), and applying filters to boost or cut certain frequencies, sound designers can recreate the timbre of a violin, trumpet, or even invent sounds no real instrument can make!"
Music and Sound,Musical Instruments,Very Challenging,Why are Stradivarius violins from the 1700s considered some of the finest ever made?,"The specific wood treatment, varnish, and craftsmanship created acoustic properties that modern makers struggle to replicate exactly.",The trees used to make them grew during a mini ice age producing uniquely dense wood.,Antonio Stradivari discovered a secret mathematical formula for the perfect violin shape.,"Scientists have studied Stradivarius violins for centuries trying to unlock their secret. The wood may have been specially treated with minerals, and a period of unusually cold weather produced slow-growing trees with exceptional density. The varnish chemistry and precise craftsmanship all contributed to instruments that project sound with remarkable clarity and warmth - though modern violins in blind tests sometimes match them!"
Music and Sound,World Music Traditions,Reasonably Challenging,Why do many African musical traditions emphasize rhythm and drumming so strongly?,"Drums served as communication tools across distances and are central to community ceremonies and storytelling traditions.",Africa has more types of trees suitable for making drums than any other continent.,Rhythm-based music requires fewer expensive instruments so it became the most practical choice.,"In many African cultures, drums are far more than instruments - they are the heartbeat of the community. Talking drums could send messages between villages by mimicking the tones of spoken language. Drumming brings people together for celebrations, ceremonies, and storytelling, with complex rhythmic patterns called polyrhythms where different drummers play interlocking beats that fit together like puzzle pieces!"
Music and Sound,World Music Traditions,Reasonably Challenging,How does Indian classical music use ragas to create different moods and emotions?,"Ragas are specific combinations of notes with rules about melody and movement that evoke particular feelings and times of day.",Indian musicians memorize thousands of songs that each represent a different emotion.,Ragas are special instruments that can only play notes associated with certain moods.,"A raga is like a musical recipe - it tells the musician which notes to use, which to emphasize, how to move between them, and even what time of day to perform it. Morning ragas use bright uplifting patterns while evening ragas are more contemplative. A skilled musician improvises within these rules, creating unique performances that can last hours while always maintaining the raga's emotional character!"
Music and Sound,World Music Traditions,Reasonably Challenging,Why does traditional Japanese music often include long silences between notes?,"Silence is considered an essential element of the music, creating space for reflection and emphasizing each sound.",Japanese instruments cannot sustain notes for long so pauses are necessary between phrases.,The music was designed for outdoor performance where wind noise required gaps for the audience to hear.,"In Japanese music, the space between notes is called 'ma' and it is just as important as the notes themselves. This philosophy treats silence as a sound - a moment to absorb what you just heard and anticipate what comes next. It is like the white space in a painting that makes the brushstrokes stand out. This approach creates a meditative quality that is very different from Western music's tendency to fill every moment with sound!"
Music and Sound,World Music Traditions,Reasonably Challenging,How do Aboriginal Australians create the deep droning sound of the didgeridoo?,"Players use circular breathing to blow continuously into a hollowed-out tree trunk, creating a sustained vibrating drone.",The didgeridoo has a hidden reed inside that vibrates when air passes over it.,Players hum and blow at the same time to create the vibration in the wooden tube.,"The didgeridoo is one of the world's oldest instruments, possibly over 40,000 years old. Players vibrate their lips into the end of a naturally hollowed eucalyptus log, creating a deep resonant drone. The real skill is circular breathing - storing air in the cheeks and pushing it out while simultaneously breathing in through the nose. This lets players maintain an unbroken sound for minutes at a time!"
Music and Sound,World Music Traditions,Reasonably Challenging,Why do many cultures around the world independently develop pentatonic scales?,"The five-note pentatonic scale is based on natural harmonic relationships that sound pleasing to human ears universally.",Ancient traders carried the scale along trade routes spreading it to different civilizations.,Five notes are the easiest number for the human brain to remember in sequence.,"The pentatonic scale appears in Scottish folk music, Chinese traditional music, West African songs, and Native American flute music - all developed independently! These five notes are found naturally in the harmonic series (the overtones that ring when you pluck a string), so our ears are wired to find them pleasing. You can play only the black keys on a piano to hear a pentatonic scale - try it and everything sounds good together!"
Music and Sound,World Music Traditions,Very Challenging,How did West African musical traditions shape the development of American jazz and blues?,"Enslaved Africans brought rhythmic complexity, call-and-response patterns, and blue notes that became foundations of American music.",European colonists adapted African drum patterns into jazz compositions in New Orleans.,Jazz developed independently in America but was later influenced by African touring musicians.,"When enslaved people were brought to America, they carried rich musical traditions with them - complex polyrhythms, call-and-response singing, improvisation, and notes bent between standard pitches (blue notes). These elements blended with European harmonies and instruments in places like New Orleans, giving birth to blues, jazz, gospel, and eventually rock and roll. American popular music has deep African roots!"
Music and Sound,World Music Traditions,Very Challenging,Why do Tuvan throat singers produce multiple notes simultaneously from a single voice?,"They shape their vocal tract to amplify specific overtones that are naturally present in their voice, making them audible as separate notes.",They have a genetic vocal cord structure that allows two sets of vocal folds to vibrate independently.,They swallow air into their stomach and release it while singing to create a second tone.,"Every note you sing actually contains dozens of hidden higher notes called overtones, but they are usually too quiet to hear separately. Tuvan throat singers from Mongolia and Siberia learn to precisely shape their mouth, tongue, and throat to amplify specific overtones until they ring out as clear whistling melodies above a deep drone - one person truly singing two or more notes at once!"
Music and Sound,World Music Traditions,Very Challenging,How did the invention of the printing press change music forever?,"It allowed sheet music to be mass-produced, spreading compositions widely and standardizing musical notation.",It helped composers write faster by providing them with pre-printed blank music sheets.,The printing press created cheaper instruments because manufacturing instructions could be shared.,"Before the printing press, every piece of sheet music had to be copied by hand, making it rare and expensive. After Gutenberg's invention was adapted for music around 1500, compositions could be printed and distributed across Europe. This meant a composer in Italy could influence musicians in Germany, standardized notation spread everywhere, and music education became accessible to ordinary people - not just the wealthy!"
Music and Sound,World Music Traditions,Very Challenging,Why do many Middle Eastern and South Asian music traditions use quarter tones that Western music does not?,"These traditions developed tuning systems with smaller intervals between notes, allowing for more expressive and nuanced melodies.",Western instruments are not built precisely enough to produce these finer distinctions in pitch.,Quarter tones were used in early Western music but were dropped to make instruments easier to build.,"Western music divides an octave into 12 equal steps (the semitones on a piano), but many Middle Eastern maqam and South Asian raga systems use intervals half that size or even smaller. These quarter tones allow for subtle emotional shadings that Western ears might initially hear as 'out of tune' but are actually precisely placed. It is like having a box of 24 crayons instead of 12 - more colors to paint with!"
Music and Sound,World Music Traditions,Very Challenging,How has the global spread of digital music technology changed traditional music practices around the world?,"It has both preserved endangered traditions through recording and created new fusion genres, but also risks homogenizing diverse musical cultures.","Digital technology has mostly replaced traditional instruments, making acoustic music nearly extinct in many cultures.",It has had little effect because traditional musicians refuse to adopt modern technology.,"Digital technology is a double-edged sword for world music. On one hand, ethnomusicologists can now record and preserve endangered musical traditions before they disappear, and musicians in remote villages can share their art globally online. On the other hand, the dominance of Western pop production tools can push local traditions toward a more uniform global sound. Many artists find creative balance by blending traditional instruments and scales with modern production!"
Music and Sound,Famous Composers,Reasonably Challenging,Why is Ludwig van Beethoven's ability to compose music while deaf considered so remarkable?,"He had deeply internalized music theory and could hear compositions in his mind without needing physical sound.",He used a special device that let him feel vibrations through his teeth while playing piano.,His assistants hummed the melodies to him through a tube connected to his ear.,"Beethoven began losing his hearing in his late twenties and was almost completely deaf by his mid-forties, yet he composed some of history's greatest music including his Ninth Symphony. He understood harmony and structure so deeply that he could imagine entire orchestral works in his head. He also used a technique of biting a rod attached to his piano to feel vibrations through his skull!"
Music and Sound,Famous Composers,Reasonably Challenging,How did Wolfgang Amadeus Mozart's childhood as a touring performer shape his music?,"Exposure to many European musical styles from a young age gave him an extraordinary range of influences to draw from.",Performing so young damaged his hearing which made him compose quieter more delicate music.,The stress of touring made him compose faster to have free time for play.,"Mozart's father took him on tours across Europe starting at age six, performing for kings and queens. Young Mozart absorbed Italian opera in Milan, French elegance in Paris, and German precision in Vienna like a musical sponge. By the time he was a teenager, he had heard more diverse music than most composers encountered in a lifetime, giving his own works an incredible richness and versatility!"
Music and Sound,Famous Composers,Reasonably Challenging,Why did many classical composers write music for wealthy patrons instead of the general public?,"Before modern concert halls and recording, composers needed financial support from nobles and the church to make a living.",Wealthy patrons owned all the musical instruments and would not lend them without new compositions.,Laws at the time prevented musicians from performing for common people without noble permission.,"For centuries, there was no way to sell recordings or concert tickets to large audiences. Composers like Haydn worked as employees of noble families, writing music for their private entertainment. Bach composed for the church. This patronage system meant composers had steady income but had to please their sponsors. It was not until Beethoven's era that composers began breaking free and writing music for public concerts!"
Music and Sound,Famous Composers,Reasonably Challenging,How did Pyotr Tchaikovsky use music to tell stories in his ballets?,"He matched musical themes, rhythms, and instruments to specific characters and emotions, creating a musical narrative.",He wrote lyrics that were whispered by the orchestra members during performances.,He composed the dance steps first and then created music to match each movement exactly.,"Tchaikovsky was a master of musical storytelling in works like Swan Lake and The Nutcracker. He gave each character their own musical theme - the Sugar Plum Fairy gets the sparkling celesta, while the villainous Von Rothbart gets dark rumbling brass. Tempo changes create excitement or tenderness, and the orchestra swells and softens to mirror the drama on stage, so you could follow the story with your eyes closed!"
Music and Sound,Famous Composers,Reasonably Challenging,Why is Johann Sebastian Bach considered the master of counterpoint in Western music?,"He perfected the art of weaving multiple independent melodies together that sound beautiful both separately and combined.",He invented the technique of playing different songs at the same time on the organ.,He wrote more pieces of music than any other composer which proved his mastery of combining notes.,"Counterpoint is like a musical conversation where several melodies talk at the same time without interrupting each other. Bach could write fugues where a theme enters in one voice, then another voice joins with the same theme while the first continues with something new, and then a third voice enters - all fitting together like a perfectly designed puzzle. His Art of Fugue remains one of the most intellectually dazzling achievements in all of music!"
Music and Sound,Famous Composers,Very Challenging,How did Clara Schumann break barriers as both a composer and performer in the 1800s?,"She became one of Europe's most celebrated concert pianists while composing her own works in an era when women were discouraged from professional music careers.",She disguised herself as a man to perform in concert halls that did not allow women on stage.,She only performed her husband Robert's compositions since women were not allowed to publish their own music.,"Clara Schumann was a groundbreaking force in music - she began performing publicly at age nine and became one of the greatest pianists of the 1800s. She composed piano concertos, songs, and chamber music while also raising seven children and managing her husband Robert's career. Despite a society that expected women to stay home, she toured Europe for over 60 years and helped establish the modern piano recital format!"
Music and Sound,Famous Composers,Very Challenging,Why did Igor Stravinsky's The Rite of Spring cause a riot at its premiere in 1913?,"Its harsh dissonant chords, irregular rhythms, and primitive choreography shocked an audience expecting traditional ballet.",Stravinsky insulted the audience in a speech before the performance began.,The orchestra deliberately played wrong notes as a protest against the concert hall management.,"The Rite of Spring shattered every rule audiences expected from ballet music. Instead of graceful melodies, Stravinsky used pounding rhythms, clashing harmonies, and a massive orchestra playing at overwhelming volume. The dancers stomped instead of gliding. The Paris audience was so shocked that fights broke out between supporters and opponents - yet this revolutionary work went on to become one of the most influential compositions of the twentieth century!"
Music and Sound,Famous Composers,Very Challenging,How did Duke Ellington transform jazz from dance music into a serious art form?,"He composed extended works that showcased jazz musicians' improvisational skills within sophisticated arrangements, bridging popular and concert music.",He banned dancing at his concerts and required audiences to sit quietly and listen.,He replaced traditional jazz instruments with classical orchestra instruments to gain respectability.,"Duke Ellington wrote over 1,000 compositions that proved jazz could be as complex and expressive as any classical symphony. He tailored parts to showcase each musician's unique voice, wrote suites inspired by African American history, and performed at Carnegie Hall. His orchestra was his instrument - he painted with sound, using unusual combinations of muted brass and reeds to create colors no one had heard before!"
Music and Sound,Famous Composers,Very Challenging,Why is the legacy of composers like Scott Joplin important to understanding American music history?,"Joplin elevated ragtime from barroom entertainment to a respected art form, bridging African American musical traditions with formal composition.",Joplin was the first American to compose classical music and proved Americans could match European standards.,He invented the piano as a solo concert instrument and made it the centerpiece of American music.,"Scott Joplin's ragtime compositions like Maple Leaf Rag combined the syncopated rhythms of African American music with European classical forms, creating something uniquely American. Despite facing racial barriers, he composed an opera (Treemonisha) and helped lay the groundwork for jazz. His music showed that Black American musical traditions deserved the same respect as European classical music - a message that resonates through jazz, blues, rock, and hip-hop today!"
Music and Sound,Famous Composers,Very Challenging,How did the development of recording technology change the role of composers in the twentieth century?,"Composers could now create works meant to be heard through speakers rather than live performance, leading to entirely new forms of music.",Recording made live composition unnecessary since old masterworks could be replayed forever.,It had little effect because most serious composers refused to use recording technology.,"Before recording, music only existed in the moment of performance. Once composers could capture and manipulate recorded sound, entirely new possibilities opened up. Composers like Edgard Varese and Karlheinz Stockhausen created electronic music from recorded and synthesized sounds. Film composers wrote music designed for speakers, not concert halls. Eventually, recording technology led to sampling, looping, and digital production - transforming what it means to compose music!"
Music and Sound,Rhythm and Harmony,Reasonably Challenging,Why does music with a steady beat make people want to move their bodies?,"Our brains naturally synchronize with external rhythms, triggering motor responses that make us want to tap, nod, or dance.",Steady beats vibrate our muscles directly through sound waves causing involuntary movement.,Humans are trained from birth to move to music through cultural conditioning only.,"Our brains have a built-in rhythm detector that locks onto steady beats and sends signals to our motor system - this is called entrainment. It is an ancient ability that helped early humans coordinate group activities like rowing or marching. When you hear a catchy beat, your brain literally cannot help but prepare your body to move, which is why you find yourself tapping your foot even when you try to sit still!"
Music and Sound,Rhythm and Harmony,Reasonably Challenging,How do musicians keep time together when playing in a large orchestra?,"They follow the conductor's baton and listen closely to each other, using visual and audio cues to stay synchronized.",A hidden metronome backstage sends vibrations through the floor that all musicians can feel.,Each musician wears a tiny earpiece that plays a click track to keep everyone in time.,"Playing in an orchestra is like a team sport - musicians watch the conductor's baton for the beat and interpret their gestures for tempo changes and expression. They also listen to the musicians around them, especially the concertmaster (lead violinist), and feel the pulse of the music together. Years of practice develop an almost telepathic sense of timing that lets 80 or more players breathe and move as one!"
Music and Sound,Rhythm and Harmony,Reasonably Challenging,Why do certain combinations of notes sound pleasant while others sound harsh?,"Pleasant intervals have simple mathematical ratios between their frequencies, while harsh ones have complex ratios.",Our culture teaches us which sounds are pleasant and which are unpleasant from childhood.,Pleasant notes are always close together on the scale while harsh ones are far apart.,"When two notes have frequencies in simple ratios like 2:1 (an octave) or 3:2 (a perfect fifth), their sound waves line up neatly and our ears hear them as smooth and pleasant - this is called consonance. When the ratio is complicated, the waves clash and create a rough buzzing quality called dissonance. It is like two jump ropes swinging in sync versus out of sync - the synchronized ones look and feel smoother!"
Music and Sound,Rhythm and Harmony,Reasonably Challenging,How does a musician read sheet music while playing at the same time?,"Practice develops the ability to read slightly ahead of what they are playing, like how fluent readers see words ahead in a sentence.",Musicians memorize the entire piece beforehand and only glance at the sheet music occasionally.,Their eyes can focus on two things at once after years of special training.,"Reading sheet music while playing is like reading a book aloud - experienced readers look ahead of the word they are saying. Musicians develop this same skill through practice, scanning a few notes ahead of what their fingers are currently playing. Their brain processes the upcoming notes, sends commands to their hands, and monitors what they hear all at the same time. It becomes automatic, like how you do not think about each letter when reading!"
Music and Sound,Rhythm and Harmony,Reasonably Challenging,Why do most pop songs follow a verse-chorus-verse structure?,"The alternation between new information in verses and familiar repetition in choruses creates a satisfying balance of surprise and recognition.",Record companies require this format because radio stations only play songs with this structure.,Verse-chorus form is the only pattern that fits within a three-to-four-minute song length.,"Our brains love the balance between something new and something familiar. Verses tell the story with different words each time (surprise), while the chorus comes back with the same melody and lyrics (recognition). This pattern satisfies our desire for both novelty and comfort, like rereading a favorite part of a book. That is why the chorus is usually the catchiest part - it is designed to be remembered and sung along with!"
Music and Sound,Rhythm and Harmony,Very Challenging,How do jazz musicians improvise solos that fit perfectly with the rest of the band?,"They deeply understand chord progressions and scales, allowing them to invent melodies in real time that match the underlying harmony.",They secretly plan their solos before the performance and pretend to make them up on stage.,Each musician takes turns playing random notes and the others adjust to match.,"Jazz improvisation is not random - it is like having a fluent conversation in a language you know deeply. Musicians internalize chord progressions (the harmonic roadmap of a song) and practice scales and patterns that fit each chord. During a solo, they draw on this vocabulary in the moment, responding to what the band plays, their own emotions, and the energy of the audience, creating something new every single time!"
Music and Sound,Rhythm and Harmony,Very Challenging,Why do minor keys tend to sound sad while major keys sound happy in Western music?,"Minor keys have a flattened third note that creates a more tense and unresolved quality our culture associates with sadness.",Minor keys vibrate at slower frequencies which naturally triggers feelings of sadness in the brain.,The words 'minor' and 'major' were chosen because sad songs are less important than happy ones.,"The difference between major and minor comes down to just one note - the third note of the scale is a half step lower in minor keys. This small change creates a subtle tension that Western listeners have learned to associate with sadness or mystery. However, this connection is partly cultural - in some traditions, minor keys sound exotic or exciting rather than sad. Our emotional response to music is shaped by both acoustics and culture!"
Music and Sound,Rhythm and Harmony,Very Challenging,How does syncopation create the feel of funk and reggae music?,"Syncopation places emphasis on unexpected beats, creating rhythmic tension that makes the music feel groovy and danceable.",Funk and reggae musicians play their instruments out of tune on purpose to create a distinctive feel.,These genres use special percussion instruments that naturally produce offbeat sounds.,"In most Western music, the strong beats fall on counts one and three. Syncopation flips this by emphasizing the 'wrong' beats - in reggae, the guitar chops on beats two and four, and in funk, bass notes land between beats. This creates a push-pull feeling against the main pulse that makes your body want to move in new ways. It is like walking with a little skip in your step instead of a straight march!"
Music and Sound,Rhythm and Harmony,Very Challenging,Why has the twelve-bar blues progression been the foundation for so many genres of music?,"Its simple three-chord structure creates natural tension and resolution that is easy to learn but endlessly adaptable for expression.",It was the first chord progression ever discovered and all other music grew from it.,Twelve bars is the exact length that matches human breathing patterns for singing.,"The twelve-bar blues uses just three chords arranged in a pattern that tells a musical story - it sets up a mood (bars 1-4), builds tension (bars 5-8), and resolves it (bars 9-12). This simple framework is like a canvas any musician can paint on. It has been the foundation for blues, rock and roll, jazz, R&B, and country music because it is easy enough for beginners to play yet deep enough for masters to explore for a lifetime!"
Music and Sound,Rhythm and Harmony,Very Challenging,How do composers use dissonance to create emotional tension and resolution in music?,"They deliberately introduce clashing notes that create unrest, then resolve them to consonant harmonies, giving listeners a sense of satisfaction.",Dissonance happens accidentally when composers make mistakes that they later correct in the next measure.,Composers avoid dissonance entirely because it sounds unpleasant and drives audiences away.,"Dissonance is one of music's most powerful tools - composers use clashing notes like a storyteller uses conflict. A dissonant chord creates tension and unease that makes the listener lean forward, wanting resolution. When the harmony finally resolves to a consonant chord, the relief feels deeply satisfying. Beethoven and many composers after him pushed dissonance further and further, expanding music's emotional vocabulary in the same way a great novel keeps you on the edge of your seat before the resolution!"
